standard_inchi_key	identifier	label	antimicrobial_class	slug	corpus_commit
PICFAMQFTUCMDC-PNHWDRBUSA-N	CHEBI:16299	dehydrocoformycin	ANTIMICROBIAL_UNSPECIFIED	dehydrocoformycin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PIDFDZJZLOTZTM-KHVQSSSXSA-N	CHEBI:85183	ombitasvir	ANTIVIRAL	ombitasvir	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PIEUQSKUWLMALL-YABMTYFHSA-N	CHEBI:600520	micafungin	ANTIFUNGAL	micafungin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PIFFQYJYNWXNGE-UHFFFAOYSA-M	CHEBI:140662	2,4-diacetylphloroglucinol(1−)	ANTIFUNGAL	2-4-diacetylphloroglucinol-1	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PIFFQYJYNWXNGE-UHFFFAOYSA-N	CHEBI:78688	2,4-diacetylphloroglucinol	ANTIFUNGAL	2-4-diacetylphloroglucinol	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PIMDIROPKFPSDI-BXRJKVPUSA-N	antibioticmech:aro-77a152a10f	magainin A	ANTIBACTERIAL	magainin-a	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PINIEAOMWQJGBW-FYZOBXCZSA-N	CHEBI:63716	tenofovir hydrate	ANTIVIRAL	tenofovir-hydrate	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PJKVJJDQXZARCA-QHYZBLTGSA-N	CHEBI:65915	FR901464	ANTIMICROBIAL_UNSPECIFIED	fr901464	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PJSFRIWCGOHTNF-UHFFFAOYSA-N	CHEBI:9329	sulfadoxine	ANTIBACTERIAL	sulfadoxine	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PJUXIGJXLKHONL-WFASDCNBSA-N	CHEBI:65638	CJ-01	ANTIFUNGAL	cj-01	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PKCDDUHJAFVJJB-VLZXCDOPSA-N	CHEBI:91402	linsitinib	ANTIMYCOBACTERIAL	linsitinib	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PKUNXGQLUGXWJB-ZQZBKPNISA-N	CHEBI:132424	novclobiocin 109	ANTIMICROBIAL_UNSPECIFIED	novclobiocin-109	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PLAPMLGJVGLZOV-VPRICQMDSA-N	antibioticmech:curator-ee3df8bfee	Orientin	ANTIBACTERIAL	orientin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PLDUPXSUYLZYBN-UHFFFAOYSA-N	CHEBI:5123	fluphenazine	ANTIVIRAL	fluphenazine	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PLHJDBGFXBMTGZ-UHFFFAOYSA-N	CHEBI:5195	furazolidone	ANTIBACTERIAL	furazolidone	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PLTDHXZQZPWZBC-QWOQCBQGSA-N	CHEBI:69470	purpurquinone B	ANTIVIRAL	purpurquinone-b	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PLUUPKMBPOFNDA-JEFQDFFJSA-N	CHEBI:66162	samaderine X	ANTIPROTOZOAL	samaderine-x	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PMATZTZNYRCHOR-CGLBZJNRSA-N	CHEBI:4031	cyclosporin A	ANTIFUNGAL	cyclosporin-a	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PMHCAQUSIVAZPO-WBMJQRKESA-N	CHEBI:65894	F390C	ANTIMICROBIAL_UNSPECIFIED	f390c	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PMRINUPHTRWJOC-BZPSDGNJSA-N	CHEBI:66016	hirsutellide A	ANTIMYCOBACTERIAL	hirsutellide-a	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PNAAOYLIDNSLKV-NBEYISGCSA-N	CHEBI:27419	dehydrodeoxycoformycin	ANTIMICROBIAL_UNSPECIFIED	dehydrodeoxycoformycin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PNDKCRDVVKJPKG-WHERJAGFSA-N	CHEBI:149636	cenicriviroc	ANTIVIRAL	cenicriviroc	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PNMQDIDLWTXQLZ-RZELCZIWSA-N	antibioticmech:aro-340d45af79	carrimycin	ANTIBACTERIAL	carrimycin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PNOKUGWGMLEAPE-JKUQZMGJSA-N	CHEBI:79390	furanomycin	ANTIBACTERIAL	furanomycin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PNUZDKCDAWUEGK-CYZMBNFOSA-N	CHEBI:4304	Sitafloxacin	ANTIBACTERIAL	sitafloxacin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
POAWNROCPSHGIZ-UHFFFAOYSA-N	CHEBI:156314	erdasporine B	ANTIBACTERIAL	erdasporine-b	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PODWXQQNRWNDGD-UHFFFAOYSA-L	CHEBI:32150	sodium thiosulfate pentahydrate	ANTIFUNGAL	sodium-thiosulfate-pentahydrate	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PORQOHRXAJJKGK-UHFFFAOYSA-N	CHEBI:83518	4,5-dichloro-2-n-octyl-3(2H)-isothiazolone	ANTIFUNGAL	4-5-dichloro-2-n-octyl-3-2h-isothiazolone	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
POUITAHNNRJWMA-UHFFFAOYSA-N	CHEBI:141343	5-hydroxybenzofuran-2-one	ANTIFUNGAL	5-hydroxybenzofuran-2-one	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
POULHZVOKOAJMA-UHFFFAOYSA-N	CHEBI:30805	dodecanoic acid	ANTIBACTERIAL	dodecanoic-acid	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PPZWAJHYVRKUKB-BPXWMNIUSA-N	CHEBI:65666	crambescidin 800	ANTIPROTOZOAL	crambescidin-800	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PQFRTXSWDXZRRS-UHFFFAOYSA-N	CHEBI:141154	ronidazole	ANTIPROTOZOAL	ronidazole	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PQLXHQMOHUQAKB-UHFFFAOYSA-N	CHEBI:75283	miltefosine	ANTIFUNGAL	miltefosine	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PQMSFAORUFMASU-UHFFFAOYSA-M	CHEBI:9327	sulfacetamide sodium anhydrous	ANTIMICROBIAL_UNSPECIFIED	sulfacetamide-sodium-anhydrous	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PQQRNPDHSJDAGV-HQSXISOASA-N	CHEBI:66606	(+)-lyoniresinol-3-α-O-β-D-glucopyranoside	ANTIBACTERIAL	lyoniresinol-3-α-o-β-d-glucopyranoside	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PQZVLCSYKIYYRQ-CRNXWWIHSA-N	CHEBI:82754	microcin c	ANTIMICROBIAL_UNSPECIFIED	microcin-c	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PRAUVHZJPXOEIF-AOLYGAPISA-N	CHEBI:73058	madecassic acid	ANTIBACTERIAL	madecassic-acid	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PRCZPOBZJVCPKL-GTPINHCMSA-N	CHEBI:66238	TMC-52A	ANTIMICROBIAL_UNSPECIFIED	tmc-52a	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PRPNUZWHFGSGRV-RZFSBTTISA-N	CHEBI:58998	carbapenem MM22383	ANTIBACTERIAL	carbapenem-mm22383	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PRUSTPADOGZAML-LMXGZOGMSA-N	CHEBI:28239	erythromycin E	ANTIMICROBIAL_UNSPECIFIED	erythromycin-e	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PRWQRPNQDIKFBR-NOAMYHISSA-N	CHEBI:73683	6''-O-carbamoylkanamycin A	ANTIMICROBIAL_UNSPECIFIED	6-o-carbamoylkanamycin-a	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PSFDQSOCUJVVGF-UHFFFAOYSA-N	CHEBI:5623	harman	ANTIVIRAL	harman	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PSYSMHVCBGMCIW-FBHGCBBZSA-N	CHEBI:65561	callophycoic acid E	ANTIBACTERIAL	callophycoic-acid-e	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PTCGDEVVHUXTMP-UHFFFAOYSA-N	CHEBI:81792	flutolanil	ANTIFUNGAL	flutolanil	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PTLQDKFYOYMVQN-CECFYEBASA-N	CHEBI:66592	lucensimycin E	ANTIBACTERIAL	lucensimycin-e	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PTLRDCMBXHILCL-UHFFFAOYSA-M	CHEBI:29678	sodium arsenite	ANTIBACTERIAL	sodium-arsenite	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PUVWPDQSNYAMEH-UQHIYWQBSA-N	CHEBI:71948	tyrocidine B	ANTIBACTERIAL	tyrocidine-b	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PUYXTUJWRLOUCW-UHFFFAOYSA-N	CHEBI:9242	spiroxamine	ANTIFUNGAL	spiroxamine	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PVCSYQLWBAGPTF-PWSUYJOCSA-N	CHEBI:149436	6-de(cyclopropylamino)-6-(3-cyclopropyl-3-fluoroazetidin-1-yl)abacavir	ANTIVIRAL	6-de-cyclopropylamino-6-3-cyclopropyl-3-fluoroazetidin-1-yl-abacavir	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PVNBAUCASRIGKP-AWMQQPGVSA-N	CHEBI:27944	3'-deoxydihydrostreptomycin 3'',6-bisphosphate	ANTIMICROBIAL_UNSPECIFIED	3-deoxydihydrostreptomycin-3-6-bisphosphate	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PVTHJAPFENJVNC-MHRBZPPQSA-N	CHEBI:81419	kasugamycin	ANTIFUNGAL	kasugamycin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PVYJZLYGTZKPJE-UHFFFAOYSA-N	CHEBI:9287	streptonigrin	ANTIMICROBIAL_UNSPECIFIED	streptonigrin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PWAUCHMQEXVFJR-PMAPCBKXSA-N	CHEBI:59213	cefpiramide	ANTIBACTERIAL	cefpiramide	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PWKSKIMOESPYIA-BYPYZUCNSA-M	CHEBI:78236	N-acetyl-L-cysteinate	ANTIVIRAL	n-acetyl-l-cysteinate	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PWKSKIMOESPYIA-BYPYZUCNSA-N	CHEBI:28939	N-acetyl-L-cysteine	ANTIVIRAL	n-acetyl-l-cysteine	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PWNMXPDKBYZCOO-UHFFFAOYSA-N	CHEBI:32071	Prulifloxacin	ANTIBACTERIAL	prulifloxacin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PWRKLYZVCZMDTC-UHFFFAOYSA-N	CHEBI:59938	ciprofloxacin dihydrochloride	ANTIBACTERIAL	ciprofloxacin-dihydrochloride	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PWTROOMOPLCZHB-BHYQHFGMSA-N	CHEBI:83305	oritavancin bisphosphate	ANTIBACTERIAL	oritavancin-bisphosphate	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PWWVAXIEGOYWEE-UHFFFAOYSA-N	CHEBI:8461	promethazine	ANTIVIRAL	promethazine	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PXIPVTKHYLBLMZ-UHFFFAOYSA-N	CHEBI:278547	sodium azide	ANTIBACTERIAL	sodium-azide	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PXMNMQRDXWABCY-UHFFFAOYSA-N	CHEBI:83779	tebuconazole	ANTIFUNGAL	tebuconazole	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PXWJNFJRUYWQOX-DSNAYJLUSA-N	CHEBI:66528	strychnogucine A	ANTIPROTOZOAL	strychnogucine-a	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PYEDKAHYOPGAKC-PDXJJUDESA-N	CHEBI:65611	chaetoxanthone A	ANTIPROTOZOAL	chaetoxanthone-a	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PYFOXRACBORDCT-GOSXWKPOSA-N	CHEBI:75291	ε-rhodomycinone	ANTIMICROBIAL_UNSPECIFIED	ε-rhodomycinone	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PYGWGZALEOIKDF-UHFFFAOYSA-N	CHEBI:63589	etravirine	ANTIVIRAL	etravirine	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PYNSBUJNGRHFPI-REIOUMPOSA-M	antibioticmech:aro-8013b9b55a	tetronomycin	ANTIBACTERIAL	tetronomycin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PYYNLZYNJIYAOW-YKGWIAGDSA-N	antibioticmech:aro-35e3f4294f	formicamycin A	ANTIBACTERIAL	formicamycin-a	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PYZSVQVRHDXQSL-UHFFFAOYSA-N	CHEBI:81842	dithianon	ANTIFUNGAL	dithianon	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PZBPKYOVPCNPJY-UHFFFAOYSA-N	antibioticmech:aro-c1dea01a87	imazalil	ANTIBACTERIAL	imazalil	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PZFAZQUREQIODZ-LJQANCHMSA-N	antibioticmech:aro-b2e68d25c8	gepotidacin	ANTIBACTERIAL	gepotidacin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PZOHOALJQOFNTB-UHFFFAOYSA-M	CHEBI:177871	brequinar sodium	ANTIVIRAL	brequinar-sodium	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PZTFGAULNIGNTB-UHFFFAOYSA-N	CHEBI:66440	scleropyric acid	ANTIMYCOBACTERIAL	scleropyric-acid	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PZWVXQVKPAZYRZ-GIIUFEGQSA-N	CHEBI:68981	longirostrerone B	ANTIPROTOZOAL	longirostrerone-b	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PZXJOHSZQAEJFE-FZFNOLFKSA-N	CHEBI:65485	dihydrobetulinic acid	ANTIPROTOZOAL	dihydrobetulinic-acid	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QAGYKUNXZHXKMR-HKWSIXNMSA-N	CHEBI:7496	nelfinavir	ANTIVIRAL	nelfinavir	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QAHRSPAZSGMZMT-UHFFFAOYSA-N	CHEBI:133760	aurasperone A	ANTIPROTOZOAL	aurasperone-a	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QAPOXOGEDXIOHD-VZRGJMDUSA-N	CHEBI:146153	ilicicolin B	ANTIMICROBIAL_UNSPECIFIED	ilicicolin-b	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QAWIHIJWNYOLBE-OKKQSCSOSA-N	CHEBI:74545	acivicin	ANTIPROTOZOAL	acivicin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QAYICIQNSGETAS-UHFFFAOYSA-N	CHEBI:75212	dazomet	ANTIBACTERIAL	dazomet	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QAYOIGPJKWWLOT-WXRFRXGMSA-N	CHEBI:65540	caesalpinin D	ANTIPROTOZOAL	caesalpinin-d	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QBQXQYSJPWXZJL-NWVAQQJZSA-N	CHEBI:5533	granaticin	ANTIMICROBIAL_UNSPECIFIED	granaticin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QCDFBFJGMNKBDO-UHFFFAOYSA-N	CHEBI:74460	5-chloro-7-iodoquinolin-8-ol	ANTIBACTERIAL	5-chloro-7-iodoquinolin-8-ol	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QCGUSIANLFXSGE-GFCCVEGCSA-N	CHEBI:83326	tedizolid phosphate	ANTIMICROBIAL_UNSPECIFIED	tedizolid-phosphate	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QCHYVJAUGVHJHX-PZIRYZLHSA-N	CHEBI:47395	devancoaminyl vancomycin	ANTIMICROBIAL_UNSPECIFIED	devancoaminyl-vancomycin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QCSKWFANIUTEHG-KDIQAUPYSA-N	CHEBI:65563	callophycoic acid G	ANTIBACTERIAL	callophycoic-acid-g	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QDEXSBYEIYRPIT-UHFFFAOYSA-N	CHEBI:65812	isodrummondin D	ANTIBACTERIAL	isodrummondin-d	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QDGZDCVAUDNJFG-FXQIFTODSA-N	CHEBI:473990	entecavir (anhydrous)	ANTIVIRAL	entecavir-anhydrous	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QDIMHKWNHMVDJB-WBAXXEDZSA-N	CHEBI:172918	PF-00835231	ANTIVIRAL	pf-00835231	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QDKLRKZQSOQWJQ-LPEHXNHASA-N	CHEBI:65991	guttiferone F	ANTIPROTOZOAL	guttiferone-f	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QDLHCMPXEPAAMD-QAIWCSMKSA-N	CHEBI:52289	wortmannin	ANTIVIRAL	wortmannin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QDQQNGZRIJPDGA-UHFFFAOYSA-N	CHEBI:87805	ethionamide S-oxide	ANTIMYCOBACTERIAL	ethionamide-s-oxide	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QDUIJCOKQCCXQY-WHJQOFBOSA-N	CHEBI:3502	cefozopran	ANTIBACTERIAL	cefozopran	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QECBVZBMGUAZDL-JSADDXMJSA-N	CHEBI:52650	leptomycin A	ANTIFUNGAL	leptomycin-a	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QEJCXVUCARKGSY-UHFFFAOYSA-N	CHEBI:65387	allanxanthone C	ANTIPROTOZOAL	allanxanthone-c	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QELSKZZBTMNZEB-UHFFFAOYSA-N	CHEBI:32063	propylparaben	ANTIFUNGAL	propylparaben	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QEPMTPAOVMUVBT-NJCRSHSXSA-N	CHEBI:68700	epi-isochromophilone II	ANTIFUNGAL	epi-isochromophilone-ii	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QFJCIRLUMZQUOT-HPLJOQBZSA-N	CHEBI:9168	sirolimus	ANTIBACTERIAL	sirolimus	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QFNFRZHOXWNWAQ-UHFFFAOYSA-N	CHEBI:83213	triclopyricarb	ANTIFUNGAL	triclopyricarb	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QFYDCUMYVXSZFJ-UHFFFAOYSA-N	CHEBI:66649	macluraxanthone B	ANTIVIRAL	macluraxanthone-b	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QGHREAKMXXNCOA-UHFFFAOYSA-N	CHEBI:35014	thiophanate-methyl	ANTIFUNGAL	thiophanate-methyl	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QGIHYQPVZRSTNP-AWEZNQCLSA-N	CHEBI:65406	ancistrotanzanine A	ANTIPROTOZOAL	ancistrotanzanine-a	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QGJZLNKBHJESQX-FZFNOLFKSA-N	CHEBI:3087	betulinic acid	ANTIPROTOZOAL	betulinic-acid	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QGPKADBNRMWEQR-UHFFFAOYSA-N	antibioticmech:aro-86221775c0	clinafloxacin	ANTIBACTERIAL	clinafloxacin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QGTOTYJSCYHYFK-RBODFLQRSA-N	CHEBI:136340	fenpicoxamid	ANTIFUNGAL	fenpicoxamid	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QHFWZNALDDSHFJ-UHFFFAOYSA-N	CHEBI:66011	hernandonine	ANTIVIRAL	hernandonine	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QHMBSVQNZZTUGM-ZWKOTPCHSA-N	CHEBI:69478	cannabidiol	ANTIMICROBIAL_UNSPECIFIED	cannabidiol	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QHMWCHQXCUNUAK-UHFFFAOYSA-N	CHEBI:82864	flutrimazole	ANTIFUNGAL	flutrimazole	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QHTOIDKCEPKVCM-ZCFIWIBFSA-N	CHEBI:35993	cepham	ANTIMICROBIAL_UNSPECIFIED	cepham	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QIJXKOOPLDVFLW-DWENXZEQSA-N	CHEBI:78283	8-demethyl-8-(α-L-rhamnosyl)tetracenomycin C	ANTIMICROBIAL_UNSPECIFIED	8-demethyl-8-α-l-rhamnosyl-tetracenomycin-c	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QIMCUSGGYZHVEF-VULLPXFTSA-N	CHEBI:140259	sordaricin	ANTIFUNGAL	sordaricin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QIRNGVVZBINFMX-UHFFFAOYSA-N	CHEBI:39826	2-allylphenol	ANTIFUNGAL	2-allylphenol	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QJBZDBLBQWFTPZ-UHFFFAOYSA-N	CHEBI:32079	pyrrolnitrin	ANTIFUNGAL	pyrrolnitrin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QJDWKBINWOWJNZ-OURZNGJWSA-N	CHEBI:141991	cinnamycin	ANTIMICROBIAL_UNSPECIFIED	cinnamycin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QJJXYPPXXYFBGM-LFZNUXCKSA-N	antibioticmech:aro-2e3b34cc67	tacrolimus	ANTIMICROBIAL_UNSPECIFIED	tacrolimus	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QJPVBLGWZKAQRW-BQBICWQZSA-N	antibioticmech:aro-b6c9cc2b59	lysocin E	ANTIBACTERIAL	lysocin-e	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QJQJKEWQUOORFC-AWEZNQCLSA-N	CHEBI:70661	(2S)-8-formyl-5-hydroxy-7-methoxy-6-methylflavanone	ANTIVIRAL	2s-8-formyl-5-hydroxy-7-methoxy-6-methylflavanone	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QJSWSNAZIVGTFZ-NPQXMUAYSA-N	CHEBI:68787	rubrorotiorin	ANTIFUNGAL	rubrorotiorin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QKDHBVNJCZBTMR-LLVKDONJSA-N	CHEBI:77794	(R)-temafloxacin	ANTIBACTERIAL	r-temafloxacin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QKDHBVNJCZBTMR-NSHDSACASA-N	CHEBI:77795	(S)-temafloxacin	ANTIBACTERIAL	s-temafloxacin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QKDHBVNJCZBTMR-UHFFFAOYSA-N	CHEBI:77796	1-(2,4-difluorophenyl)-6-fluoro-7-(3-methylpiperazin-1-yl)-4-oxo-1,4-dihydroquinoline-3-carboxylic acid	ANTIMICROBIAL_UNSPECIFIED	1-2-4-difluorophenyl-6-fluoro-7-3-methylpiperazin-1-yl-4-oxo-1-4-dihyd	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QKQLSQLKXBHUSO-CMDGGOBGSA-N	CHEBI:65899	flavokawain B	ANTIPROTOZOAL	flavokawain-b	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QMNFFXRFOJIOKZ-UHFFFAOYSA-N	CHEBI:135029	cycloguanil	ANTIPROTOZOAL	cycloguanil	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QMXOFBXZEKTJIK-LSDHHAIUSA-N	CHEBI:15649	3,6,9-trihydroxypterocarpan	ANTIBACTERIAL	3-6-9-trihydroxypterocarpan	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QNBTYORWCCMPQP-JXAWBTAJSA-N	CHEBI:83427	(Z)-dimethomorph	ANTIFUNGAL	z-dimethomorph	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QNBTYORWCCMPQP-UHFFFAOYSA-N	CHEBI:81848	dimethomorph	ANTIFUNGAL	dimethomorph	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QNGZXAWVLALWLX-UHFFFAOYSA-N	CHEBI:68298	phomalevone B	ANTIBACTERIAL	phomalevone-b	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QNQBPPQLRODXET-HMHJLHGTSA-N	CHEBI:142135	equisetin	ANTIBACTERIAL	equisetin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QNYUIPNTIJJURA-UMVBOHGHSA-N	CHEBI:66432	schisanwilsonene A	ANTIVIRAL	schisanwilsonene-a	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QOECJCJVIMVJGX-UHFFFAOYSA-N	CHEBI:95074	UNC0638	ANTIVIRAL	unc0638	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QOGOGJNRMJOCKH-BDAKNGLRSA-N	CHEBI:141292	(2R)-2-[(1R)-4-methylcyclohex-3-en-1-yl]propanoic acid	ANTIFUNGAL	2r-2-1r-4-methylcyclohex-3-en-1-yl-propanoic-acid	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QOKZNLCOQRNCTQ-XFBOQIBUSA-N	CHEBI:65534	22α-methoxy-3-β-O-{β-D-Xylp(1→3)-[β-D-Glcp-(1→2)]-β-D-Glcp-(1→4)-β-D-Glcp}-furost-3β,26-diol 26-O-β-D-Glcp	ANTIPROTOZOAL	22α-methoxy-3-β-o-β-d-xylp-13-β-d-glcp-12-β-d-glcp-14-β-d-glcp-furost-	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QONBOMKYCJJCSL-WPQAJTLNSA-N	CHEBI:66250	tolybyssidin B	ANTIFUNGAL	tolybyssidin-b	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QOOORVUXEUQEKV-KNLYTHMISA-N	CHEBI:156382	jawsamycin	ANTIFUNGAL	jawsamycin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QOXPZVASXWSKKU-UEIWAABPSA-N	CHEBI:20651	5α-ergosta-7,22-dien-3β-ol	ANTIFUNGAL	5α-ergosta-7-22-dien-3β-ol	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QPFYXYFORQJZEC-UHFFFAOYSA-N	CHEBI:71416	phenazopyridine	ANTIVIRAL	phenazopyridine	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QPLUQODTAQYAFC-FVBCJJOCSA-N	CHEBI:65849	epichlicin	ANTIFUNGAL	epichlicin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QPLVRXNITVEQGA-UHFFFAOYSA-N	antibioticmech:aro-74aa00cff4	pyrrolomycin F2a	ANTIBACTERIAL	pyrrolomycin-f2a	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
QPPBRPIAZZHUNT-UHFFFAOYSA-N	CHEBI:102130	sulfamerazine	ANTIBACTERIAL	sulfamerazine	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
