chebi_id	species_text	species_accession	component_text	strain_text	source_accession	comments
CHEBI:79223	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8) mutants and small amounts in acox-1(ok2257) mutant C. elegans.
CHEBI:79223	Panagrellus redivivus	6233			23213209	Produced by female
CHEBI:79227	Caenorhabditis elegans	6239			22239548	Detected in wild type (N2) and dhs-28(hj8) mutant worms.
CHEBI:79229	Caenorhabditis elegans	6239			22239548	Detected in wild type (N2) and dhs-28(hj8), maoc-1(hj13), and acox-1(ok2257) mutant worms.
CHEBI:79229	Panagrellus redivivus	6233			23213209	Produced by male.
CHEBI:79230	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8) and maoc-1(hj13) mutant worms.
CHEBI:79231	Caenorhabditis elegans	6239			22239548	Detected in wild type (N2) and maoc-1(hj13) and acox-1(ok2257) mutant worms. It is a major ascaroside in dhs-28(hj8) mutant worms.
CHEBI:79232	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8) and maoc-1(hj13) mutant worms.
CHEBI:79233	Caenorhabditis elegans	6239			22239548	Detected in wild type (N2) as well as maoc-1(hj13) and acox-1(ok2257) mutant worms. It is a major ascaroside in dhs-28(hj8) mutant worms.
CHEBI:79234	Caenorhabditis elegans	6239			22239548	Detected in wild type (N2) and dhs-28(hj8), daf-22(ok693), maoc-1(hj13), and acox-1(ok2257) mutant worms
CHEBI:79235	Caenorhabditis elegans	6239			22239548	Detected in wild type (N2) worms. It is a major ascaroside in dhs-28(hj8) and maoc-1(hj13) mutant worms and has been detected in daf-22(ok693) and acox-1(ok2257) mutant worms.
CHEBI:79236	Caenorhabditis elegans	6239			22239548	Found in dhs-28(hj8), daf-22(ok693), maoc-1(hj13), and acox-1(ok2257) mutant worms.
CHEBI:79237	Caenorhabditis elegans	6239			22239548	A major ascaroside detected in dhs-28(hj8), daf-22(ok693), and maoc-1(hj13) mutant worms.
CHEBI:79238	Caenorhabditis elegans	6239			22239548	A major ascaroside in daf-22(ok693) mutant worms, also detected in dhs-28(hj8) and maoc-1(hj13) mutant worms.
CHEBI:79239	Caenorhabditis elegans	6239			22235948	A major ascaroside in dhs-28(hj8) and daf-22(ok693) mutant worms, also detected in maoc-1(hj13) mutant worms.
CHEBI:79240	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8), daf-22(ok693), and maoc-1(hj13) mutant worms.
CHEBI:79241	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8), daf-22(ok693), and maoc-1(hj13) mutant worms.
CHEBI:79256	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8) mutant worms.
CHEBI:79258	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8) mutant worms.
CHEBI:79259	Caenorhabditis elegans	6239			22239548	Detected in wild type (N2) as well as dhs-28(hj8), maoc-1(hj13), and acox-1(ok2257) mutant worms.
CHEBI:79260	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8) and maoc-1(hj13) mutant worms.
CHEBI:79261	Caenorhabditis elegans	6239			22239548	Detected in wild type (N2) as well as dhs-28(hj8) and maoc-1(hj13) mutant worms.
CHEBI:79262	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8) and maoc-1(hj13) mutant worms.
CHEBI:79263	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8) and maoc-1(hj13) mutant worms.
CHEBI:79264	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8), daf-22(ok693), and maoc-1(hj13) mutant worms.
CHEBI:79265	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8), daf-22(ok693), and maoc-1(hj13) mutant worms.
CHEBI:79266	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8), daf-22(ok693), and maoc-1(hj13) mutant worms.
CHEBI:79267	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8), daf-22(ok693), and maoc-1(hj13) mutant worms.
CHEBI:79268	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8), daf-22(ok693), and maoc-1(hj13) mutant worms.
CHEBI:79269	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8), daf-22(ok693), and maoc-1(hj13) mutant worms.
CHEBI:79270	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8), daf-22(ok693), and maoc-1(hj13) mutant worms.
CHEBI:79271	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8), daf-22(ok693), and maoc-1(hj13) mutant worms.
CHEBI:79296	Streptomyces lavendulae	1914		ATCC11924	17237222	
CHEBI:79300	Caenorhabditis elegans	6239			22239548	Detected in acox-1 mutant worms.
CHEBI:79301	Caenorhabditis elegans	6239			22239548	Detected in acox-1(ok2257) mutant worms.
CHEBI:79302	Caenorhabditis elegans	6239			22239548	Detected in acox-1(ok2257) mutant worms.
CHEBI:79303	Caenorhabditis elegans	6239			22239548	Detected in acox-1(ok2257) mutant worms.
CHEBI:79304	Caenorhabditis elegans	6239			22239548	Detected in acox-1(ok2257) mutant worms.
CHEBI:79305	Caenorhabditis elegans	6239			22239548	Detected in acox-1(ok2257) mutant worms.
CHEBI:79306	Caenorhabditis elegans	6239			22239548	Detected in acox-1(ok2257) mutant worms.
CHEBI:79307	Caenorhabditis elegans	6239			22239548	Detected in acox-1(ok2257) mutant worms.
CHEBI:79311	Brassica oleracea var. italica	36774			23110644	
CHEBI:79317	Brassica oleracea	3712			24128451	
CHEBI:79318	Brassica rapa subsp. pekinensis	51351			24868877	
CHEBI:79319	Brassica rapa	3711			23001436	
CHEBI:79321	Caenorhabditis elegans	6239			22239548	Detected in wild type worms.
CHEBI:79324	Aurinia	169390			24354202	
CHEBI:79325	Raphanus sativus	3726			24176362	
CHEBI:79326	Eruca vesicaria  subsp. sativa	29727			19489541	
CHEBI:79328	Peritoma arborea	171228			24307123	
CHEBI:79329	Armoracia rusticana	3704			22779710	
CHEBI:79330	Caenorhabditis elegans	6239			22239548	Detected in acox-1(ok2257) worms.
CHEBI:79331	Sisymbrium officinale	203582			23193942	
CHEBI:79334	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8) and maoc-1(hj13) mutant worms.
CHEBI:79343	Limnanthes alba	42439			19170637	
CHEBI:79347	Brassica oleracea var. italica	36774			23513733	
CHEBI:79349	Brassica oleracea	3712			24014097	
CHEBI:79351	Crambe abyssinica	3721	seed		10.1111/j.1439-0523.2003.00893.x	
CHEBI:79351	Isatis indigotica	161756	root		29844266	
CHEBI:79352	Brassica napus	3708			29876936	Isolated from seeds, sprouts and roots.
CHEBI:79352	Brassica oleracea	3712	leaf		29472789	
CHEBI:79352	Isatis indigotica	161756	root		29844266	
CHEBI:79353	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8) and maoc-1(hj13) mutant worms.
CHEBI:79354	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8) and maoc-1(hj13) mutant worms.
CHEBI:79355	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8) and maoc-1(hj13) mutant worms.
CHEBI:79356	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8) and maoc-1(hj13) mutant worms.
CHEBI:79357	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8) and maoc-1(hj13) mutant worms.
CHEBI:79358	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8) and maoc-1(hj13) mutant worms.
CHEBI:79359	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8) and maoc-1(hj13) mutant worms.
CHEBI:79360	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8) and maoc-1(hj13) mutant worms.
CHEBI:79363	Moringa stenopetala	161034			12709911	
CHEBI:79370	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8) and maoc-1(hj13) mutant worms.
CHEBI:79371	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8) and maoc-1(hj13) mutant worms.
CHEBI:79372	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8) and maoc-1(hj13) mutant worms.
CHEBI:79373	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8) and maoc-1(hj13) mutant worms.
CHEBI:79374	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8) and maoc-1(hj13) mutant worms.
CHEBI:79375	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8) and maoc-1(hj13) mutant worms
CHEBI:79375	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8) and maoc-1(hj13) mutant worms.
CHEBI:79376	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8) and maoc-1(hj13) mutant worms.
CHEBI:79376	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8) and maoc-1(hj13) mutant worms
CHEBI:79378	Saccharomyces cerevisiae	4932		ATCC 204508 / S288c	6306574	
CHEBI:79379	Saccharomyces cerevisiae	4932		ATCC 204508 / S288c	6306574	
CHEBI:79382	Saccharomyces cerevisiae	4932		ATCC 204508 / S288c	6306574	
CHEBI:79390	Pseudomonas fluorescens SBW25	216595		SBW25	23688329	
CHEBI:79391	Actinoplanes tsinanensis	2039464			327539	
CHEBI:79394	Streptomyces griseus	1911			809439	
CHEBI:79395	Salix	40685	bark		21982436	
CHEBI:79542	Chromolaena odorata	103745			10.1016/S0031-9422(00)88710-5	
CHEBI:79628	Biebersteinia orphanidis	74351			11198823	
CHEBI:79637	Polygonum aviculare	137693			The genus polygonum (polygonaceae): an ethnopharmacological and phytochemical perspectives-Review	
CHEBI:79928	Centella asiatica	48106	whole plant		27491750	
CHEBI:79966	Burkholderia plantarii	41899			27002128	
CHEBI:80024	Streptomyces thioluteus	66431	cell suspension culture		Hirata, Y., Nakata, H., Yamada, K., Okuhara, K. and Naito, T. (1961) The structure of aureothin, a nitro compound obtained from Streptomyces thioluteus. Tetrahedron, 14(3), 252-274.	
CHEBI:80033	Pseudomonas syringae pv. syringae	1365665		B301D-R	14714872	
CHEBI:80049	Streptomyces coelicolor A3(2)	100226			21342472	
CHEBI:80056	Bacillus cereus	1396			10464220	
CHEBI:80128	Homo sapiens	9606	blood plasma		2170511	
CHEBI:80128	Rattus norvegicus	10116			26988149	Identified in the renal arteries isolated from Wistar Kyoto rats.
CHEBI:80133	Escherichia coli	562		JM101	9470222	Isolated from transformed cells.
CHEBI:80133	Mycolicibacterium phlei	1771		Vera	5961750	
CHEBI:80134	Spirochaeta aurantia	147		J1	1158846	
CHEBI:80144	Homo sapiens	9606	blood plasma		2437111	
CHEBI:80167	Chlorobaculum macestae	44314		Strain M	18365725	
CHEBI:80167	Chlorobaculum tepidum	1097			16923888	
CHEBI:80167	Chlorobium limicola	1092			Acta Chem. Scand., 1964, 18, 1703	
CHEBI:80167	Chlorobium vibrioforme f. thiosulfatophilum	115853			Acta Chem. Scand., 1964, 18, 1703	
CHEBI:80167	Desulfuromonas acetoxidans	891			Acta Chem. Scand., 1964, 18, 1703	
CHEBI:80207	Thermus filiformis	276			22805960	
CHEBI:80207	Thermus thermophilus	274			10.1016/0040-4039(95)00881-C	
CHEBI:80214	Synechocystis sp.	1148		PCC 6803	24846130	
CHEBI:80217	Agrobacterium aurantiacum	44155			Yokoyama, A.,  Izumida, H. and  Miki, W. Production  of  Astaxanthin  and  4-Ketozeaxanthin  by  the  Marine  Bacterium,  Agro-bacterium  aurantiacum (1994). Biosci.  Biotech.  Biochem. 58(10), p 1842-1844	
CHEBI:80217	Chlorosarcinopsis sp.	2077239		PY02	29439525	
CHEBI:80217	Nicotiana tabacum	4097	leaf		15272869	Isolated from transgenic plant
CHEBI:80217	Rupicola peruviana	114383	feather		22669477	
CHEBI:80217	Solanum lycopersicum	4081	leaf		15272869	Isolated from transgenic plant
CHEBI:80217	Tetradesmus obliquus	3088	cell suspension culture		Qin, S., Liu, G-X. and Hu, Z-Y. The accumulation and metabolism of astaxanthin in Scenedesmus obliquus (Chlorophyceae) (2008). Process Biochemistry, 43, p 795–802	
CHEBI:80249	Mus musculus	10090			25268135	
CHEBI:80249	Pichia pastoris	4922			24752560	
CHEBI:80249	Rattus norvegicus	10116			25268135	
CHEBI:80304	Homo sapiens	9606			26089302	
CHEBI:80371	Glycine max	3847			25053043	
CHEBI:80372	Glycine max	3847			25070365	
CHEBI:80373	Centella asiatica	48106			MTBLS175	
CHEBI:80374	Glycine max	3847			25053043	
CHEBI:80389	Medicago sativa	3879			12232319	
CHEBI:80427	Chlorobium phaeobacteroides	1096			15115301	
CHEBI:80427	Escherichia coli	562			20525861	
CHEBI:80427	Podospora anserina	2587412			19277665	
CHEBI:80427	Silurus asotus	30991			21212565	
CHEBI:80443	Allium sativum	4682	bulb		7672118	
CHEBI:80447	Arabidopsis thaliana	3702			23370715	
CHEBI:80447	Ehretia dicksonii	1398146			10830513	
CHEBI:80447	Glechoma hederacea	28509	leaf		2598926	
CHEBI:80447	Homo sapiens	9606			MTBLS253	
CHEBI:80447	Nicotiana tabacum	4097			23479199	
CHEBI:80447	Pistia stratiotes	4477			24258601	
CHEBI:80447	Solanum tuberosum	4113			12882150	
CHEBI:80475	Centella asiatica	48106			MTBLS175	
CHEBI:80484	Piper lanceaefolium	538291	leaf		11809068	
CHEBI:80486	Acacia saligna	420411			25183120	
CHEBI:80486	Corylopsis coreana	292912			26028482	
CHEBI:80489	Humulus lupulus	3486			21912858	
CHEBI:80491	Cajanus cajan	3821	leaf		24680612	
CHEBI:80507	Citrus limon	2708			2265211	
CHEBI:80528	Panax japonicus var. bipinnatifidus	45211	leaf		2618703	
CHEBI:80530	Manduca sexta	7130			16345130	
CHEBI:80530	Polypodium vulgare	58048			10561604	
CHEBI:80532	Amblyomma americanum	6943			30290999	
CHEBI:80532	Locusta migratoria	7004			10.1016/S0040-4020(01)88689-0	
CHEBI:80533	Manduca sexta	7130			16503480	
CHEBI:80656	Homo Sapiens	9606			25492813	
CHEBI:80657	Homo sapiens	9606			1932598	
CHEBI:80658	Homo sapiens	9606			4091803	
CHEBI:80658	Rattus norvegicus	10116			7378063	
CHEBI:80666	Leucojum aestivum	54835			25061748	
CHEBI:80667	Leucojum aestivum	54835	stem		20066175	
CHEBI:80680	Catha edulis	123405			22495440	
CHEBI:80680	Ephedra sinica	33152			20417943	
CHEBI:80716	Gracilaria coronopifolia	439548			8843576	
CHEBI:80716	Lyngbya majuscula	158786			3924698	
CHEBI:80716	Moorea producens	1155739			25421266	
CHEBI:80716	Stylocheilus longicauda	114761			4833645	
CHEBI:80716	Trichodesmium erythraeum	1206			24394406	
CHEBI:80728	Magnaporthe grisea	148305			27393365	
CHEBI:80728	Magnaporthe oryzae	318829			27902426	
CHEBI:80729	Burkholderia gladioli	28095			5905124	
CHEBI:80729	Burkholderia glumae	337			Jeong, Y., Kim, J., Kim, S., and  Kang, Y (2003). Toxoflavin Produced by Burkholderia glumae Causing Rice Grain Rot Is Responsible for Inducing Bacterial Wilt in Many Field Crops. Plant Disease,  Vol. 87 (8). p 890-895.	
CHEBI:80744	Silybum marianum	92921			24456525	
CHEBI:80749	Astragalus microcephalus	1960787	aerial part		10.1080/10412905.2006.9699392	
CHEBI:80749	Cistus creticus	191224	leaf		9342956	
CHEBI:80749	Dryopteris fragrans	239565			16913486	
CHEBI:80749	Gynura cusimbua	1535311	aerial part		10.1080/10412905.2007.9699219	
CHEBI:80749	Melissa officinalis	39338			34356313	
CHEBI:80749	Pinus heldreichii	88729			17510986	
CHEBI:80749	Pinus sylvestris	3349			18372084	
CHEBI:80751	Isatis tinctoria	161756	Root		31918015	
CHEBI:80754	Areca catechu	184783	fruit		Phytochemistry, 1998, Vol. 48(3), pp. 581-582.	
CHEBI:80774	Homo sapiens	9606	blood		14643509	
CHEBI:80774	Homo sapiens	9606	faeces		22664055	
CHEBI:80788	Alpinia speciosa	188493			Nippon Kogaku Zasshi, 91, (1970), 762	
CHEBI:80788	Cannabis sativa	3483			Nippon Kogaku Zasshi, 91, (1970), 762	
CHEBI:80788	Chimonanthus zhejiangensis	262280			20681305	
CHEBI:80788	Piper cubeba	405322			Nippon Kogaku Zasshi, 91, (1970), 762	
CHEBI:80788	Polygonum hydropiper	46901			Nippon Kogaku Zasshi, 91, (1970), 762	
CHEBI:80788	Thymus vulgaris L.	49992			21707257	
CHEBI:80790	Cornus macrophylla	60119	leaf		24642906	
CHEBI:80809	Enkleia siamensis	142184	root		24047498	
CHEBI:80830	Curcuma aeruginosa	136205			29159692	
CHEBI:80830	Curcuma longa	136217			10.1371/journal.pone.0194284	
CHEBI:80830	Curcuma phaeocaulis	136218	rhizome		33688362	
CHEBI:80830	Curcuma wenyujin	136221			2938786	
CHEBI:80830	Geranium macrorrhizum	28963			10.1007/s00606-020-01649-9	
CHEBI:80830	Myrica gale	29739	leaf		10.1007/BF01261457	
CHEBI:80832	Glycyrrhiza uralensis	74613			25445757	
CHEBI:80839	Glycyrrhiza glabra	49827			23325115	
CHEBI:80840	Cyclopia subternata	155109			19272608	
CHEBI:80845	Glycyrrhiza glabra	49827			Yin, et al., Modern Study of Chinese Drugs and Clinical Applications (1), Xueyuan Press, Beijing, (1993).	
CHEBI:80845	Glycyrrhiza uralensis	74613			25744461	
CHEBI:80895	Plantago asiatica	197796			2488968	
CHEBI:80897	Alpinia oxyphylla	125261			25757283	
CHEBI:80897	Oxytropis ochrocephala	483875			22494026	
CHEBI:80940	Acorus calamus	4465			10.1080/10412905.2002.9699886	
CHEBI:80940	Eryngium billardierei	49862	aerial part		10.1080/10412905.2004.9698648	
CHEBI:80940	Ferula communis	54829	flower		10.1080/10412905.2005.9698861	Isolated from flower head.
CHEBI:80940	Murraya koenigii	159030	leaf		22428264	
CHEBI:80940	Penicillium roqueforti	5082			12381151	
CHEBI:80940	Pinus heldreichii	88729			17510986	
CHEBI:80940	Pinus peuce	71646			18649304	
CHEBI:80940	Salvia leucantha	933138	leaf		20614830	
CHEBI:80940	Salvia reuteriana	1685715			22799099	
CHEBI:80940	Valeriana wallichii	59170	root		10.1080/10412905.2005.9698945	
CHEBI:80944	Potentilla multifida	210859			17504571	
CHEBI:80945	Homo sapiens	9606	faeces		17314143	
CHEBI:80945	Starmerella bacillaris	1247836			MTBLS212	
CHEBI:80945	Vitis vinifera	29760			MTBLS212	
CHEBI:80946	Carinostoma carinatum	673238			24634568	
CHEBI:80946	Flammulina velutipes	38945			26593566	
CHEBI:80946	Homo sapiens	9606	urine		21255593	
CHEBI:80946	Homo sapiens	9606	faeces		21970810	
CHEBI:80946	Homo sapiens	9606	saliva		24421258	
CHEBI:80946	Hymenogaster luteus var. luteus	947188			25103776	
CHEBI:80946	Lathyrus sativus	3860	seed		25524148	
CHEBI:80946	Marchantia polymorpha	3197			25174554	
CHEBI:80946	Melanogaster broomeanus	85974			25103776	
CHEBI:80946	Octavianina asterosperma	388861			25103776	
CHEBI:80946	Pleurotus abalonus	47962			26567951	
CHEBI:80946	Pleurotus eryngii	5323			26567951	
CHEBI:80946	Pleurotus ostreatus	5322			26567951	
CHEBI:80946	Schizonepeta	135199			28901104	
CHEBI:80946	Tuber liyuanum	1255164			27829300	
CHEBI:80955	Eudistoma olivaceum	1331021			10.1021/ja00317a079	
CHEBI:81013	Homo sapiens	9606			8662693	
CHEBI:81014	Mycobacterium tuberculosis	1773			20843794	
CHEBI:81022	Nocardia uniformis subsp. tsuyamanensis	96045			15252031	
CHEBI:81024	Nocardia uniformis subsp. tsuyamanensis	96045			15629944	
CHEBI:81054	Populus tomentosa	118781			22860454	
CHEBI:81074	Cytisus scoparius	3835	fruit		Sundararajan, R. and Koduru, R. (2014) Cytisus scoparius: A review of ethnomedical, phytochemical and pharmacological information. Indo American Journal of Pharmaceutical Research, 4(4), 2151-2169.	
CHEBI:81074	Genista sessilifolia	147456	aerial part		Tosun, F., Tanker, M., Tosun, A. and Özden, T. (1993) Alkaloids of Genista sessilif olia DC. growing in Turkey. FABAD J. Pharm. Sci., 18, 7-8.	
CHEBI:81074	Lupinus argenteus	53216			6864508	
CHEBI:81093	Sophora flavescens	49840	root		17951038	
CHEBI:81094	Sophora flavescens	49840			18175961	
CHEBI:81115	Ophiopogon japonicus	100506			Studies on the liposoluble components from tuber of {\sl Ophiopogon japonicus} Zhongguo yao xue za zhi (Zhongguo yao xue hui : 1989) 40, 337-341	
CHEBI:81116	Ophiopogon japonicus	100506			Studies on the liposoluble components from tuber of {\sl Ophiopogon japonicus} Zhongguo yao xue za zhi (Zhongguo yao xue hui : 1989) 40, 337-341	
CHEBI:81163	Plantago asiatica	197796	seed		2610694	
CHEBI:81163	Plantago major	29818	seed		24895551	
CHEBI:81186	Prunus tomentosa	105667	seed		18449498	
CHEBI:81208	Moringa oleifera	3735	leaf		24024688	
CHEBI:81208	Neocheiropteris palmatopedata	253767	root		20100622	
CHEBI:81208	Rhodiola sachalinensis	265354	root		23018923	
CHEBI:81244	Homo sapiens	9606	faeces		22664055	
CHEBI:81244	Homo sapiens	9606	urine		24212143	
CHEBI:81244	Mus musculus	10090			3179836	
CHEBI:81244	Rattus norvegicus	10116			10388717	
CHEBI:81253	Homo sapiens	9606			10214695	
CHEBI:81253	Rattus norvegicus	10116			18039809	
CHEBI:81264	Cassia tora	362788	seed		Book: Dictionary of Antibiotics and Related Substances: with CD-ROM, Second Edition, page 1749.	
CHEBI:81267	Carthamus tinctorius	4222	flower		22723874	
CHEBI:81276	Arius platystomus	1455662			26142515	
CHEBI:81276	Rattus norvegicus	10116			6031333	
CHEBI:81308	Bos taurus	9913			4673765	
CHEBI:81308	Carpiodes carpio	154811			4644219	
CHEBI:81308	Cyprinus carpio	7962			12810826	
CHEBI:81308	Homo sapiens	9606	faeces		5965294	
CHEBI:81308	Oryctolagus cuniculus	9986			5073332	
CHEBI:81308	Petromyzon marinus	7757			12460600	
CHEBI:81308	Rattus norvegicus	10116			24940599	
CHEBI:81308	Sus scrofa	9823	faeces		11041240	
CHEBI:81308	Uromastix hardwickii	40250			1255017	
CHEBI:81321	Capsicum annuum	4072	fruit	var. Bronowicka Ostra	12895536	
CHEBI:81321	Fragaria x ananassa	3747			12060275	Isolated from a callus culture
CHEBI:81321	Luffa aegyptiaca	3670	fruit		16756345	
CHEBI:81336	Tanacetum vulgare	128002			25924515	
CHEBI:81337	Lithocarpus dealbatus	167400	branch		25903150	
CHEBI:81339	Artemisia capillaris	265783			23435948	
CHEBI:81340	Matricaria chamomilla	98504	flower		25051625	
CHEBI:81347	Fallopia multiflora	76025	root		16564530	
CHEBI:81349	Aspergillus amstelodami	5054			24986678	Species also known as Eurotium amstelodami.
